loan_id,account_id,customer_id,loan_amount,loan_date,loan_status
L02302,1210,1592,46361.73,2022-08-14,approved
L02303,299,1974,38339.51,2018-06-10,approved
L02304,2328,1244,37021.51,2018-05-23,closed
L02305,2451,1468,27593.44,2019-03-24,closed
L02306,1330,2156,27650.47,2019-04-10,pending
L02307,1728,1146,16122.01,2022-09-17,rejected
L02308,1666,501,45435.31,2019-08-13,closed
L02309,87,285,47677.51,2018-04-29,approved
L02310,588,2001,10206.5,2022-04-13,approved
L02311,110,186,15693.71,2020-12-12,closed
L02312,2376,215,20702.79,2021-01-28,pending
L02313,1144,1213,38894.54,2018-06-08,closed
L02314,1019,434,49564.19,2020-03-23,approved
L02315,1127,1896,38071.57,2022-10-09,closed
L02316,1098,526,35569.77,2021-11-09,approved
L02317,399,680,41781.87,2019-11-29,approved
L02318,1738,182,34337.14,2018-12-07,approved
L02319,2157,884,41202.17,2019-04-18,approved
L02320,1509,612,46523.72,2021-11-18,closed
L02321,1281,1760,27002.97,2018-07-29,approved
L02322,849,580,10493.0,2018-06-10,pending
L02323,1036,1034,13999.79,2021-03-13,closed
L02324,1288,1083,32406.58,2019-06-06,pending
L02325,1021,2172,20436.69,2018-07-20,rejected
L02326,2068,1871,45847.99,2020-01-11,rejected
L02327,343,328,18256.93,2020-09-14,approved
L02328,549,471,8193.11,2022-04-14,rejected
L02329,150,1444,7299.45,2020-12-03,rejected
L02330,27,2045,40234.61,2020-10-24,approved
L02331,449,240,44520.4,2019-12-16,rejected
L02332,157,228,10488.77,2022-03-01,closed
L02333,285,445,25918.51,2022-05-21,approved
L02334,1557,879,15345.19,2018-04-10,closed
L02335,2191,726,7216.58,2019-11-11,approved
L02336,1916,482,37910.94,2020-01-17,approved
L02337,634,1964,41730.65,2018-06-09,approved
L02338,316,1477,10709.15,2019-02-21,rejected
L02339,843,411,5432.44,2018-04-19,approved
L02340,321,1444,41160.28,2018-12-16,approved
L02341,687,526,21636.83,2021-06-23,approved
L02342,1343,513,27840.37,2021-05-25,pending
L02343,1368,1783,14284.23,2021-05-25,approved
L02344,94,853,16145.96,2022-11-09,approved
L02345,1789,1167,25625.46,2020-10-12,pending
L02346,1733,1355,42741.78,2020-07-10,closed
L02347,2443,1725,45145.26,2021-02-11,approved
L02348,2090,1528,5749.43,2020-09-05,approved
L02349,170,1294,17548.16,2019-11-15,rejected
L02350,1732,1006,26642.23,2018-09-09,pending
L02351,167,262,36656.81,2022-12-31,approved
L02352,700,2029,41911.51,2018-01-13,approved
L02353,2220,1559,46589.56,2022-02-07,pending
L02354,2127,1173,24041.21,2020-12-21,closed
L02355,496,1943,19908.87,2018-09-17,approved
L02356,892,513,16425.74,2019-01-25,approved
L02357,1748,139,37921.35,2020-10-10,approved
L02358,1256,599,31411.2,2020-01-25,closed
L02359,689,1829,32210.16,2021-01-27,pending
L02360,265,2024,12166.43,2018-03-05,approved
L02361,177,3,41636.91,2021-10-04,approved
L02362,797,727,18176.89,2022-03-29,approved
L02363,1511,408,20391.75,2021-08-01,approved
L02364,908,2014,44243.47,2021-12-03,pending
L02365,1354,1302,36854.19,2022-06-04,approved
L02366,2214,1094,7575.73,2020-06-11,approved
L02367,171,2092,40513.76,2019-12-02,closed
L02368,1172,790,23812.5,2021-02-27,rejected
L02369,1106,792,13320.14,2018-05-31,approved
L02370,1801,700,29237.43,2022-12-26,approved
L02371,112,463,40931.29,2019-08-29,rejected
L02372,2185,1042,20264.33,2020-07-20,pending
L02373,1585,2056,49855.21,2022-10-11,pending
L02374,2230,239,28931.31,2022-07-01,pending
L02375,1182,1151,28349.64,2021-06-04,approved
L02376,2387,1914,10241.45,2022-07-13,closed
L02377,1665,2137,27617.46,2020-11-07,pending
L02378,1586,751,22301.56,2019-06-05,closed
L02379,1876,836,48055.5,2022-12-14,pending
L02380,2005,919,8207.14,2019-01-21,approved
L02381,1044,356,13304.69,2018-05-10,approved
L02382,257,1784,42760.46,2018-06-25,rejected
L02383,1525,774,36348.07,2019-05-21,closed
L02384,1690,2121,13824.41,2021-06-08,closed
L02385,848,371,5277.18,2018-01-31,approved
L02386,1788,1445,21500.7,2020-11-18,pending
L02387,1217,1455,46321.17,2021-06-13,pending
L02388,2025,1449,6431.33,2021-01-14,approved
L02389,1190,1917,23485.49,2022-10-21,approved
L02390,195,178,44933.23,2020-05-07,closed
L02391,1320,1616,36804.67,2018-01-27,approved
L02392,852,1347,24820.57,2019-02-02,closed
L02393,389,377,37779.16,2021-08-07,rejected
L02394,1324,1407,30056.38,2019-07-08,pending
L02395,192,2115,47854.53,2019-11-29,approved
L02396,1693,2066,21551.09,2021-06-13,pending
L02397,1931,1425,32900.53,2018-06-21,closed
L02398,864,1646,15909.93,2019-04-20,approved
L02399,2103,69,40549.9,2018-12-05,approved
L02400,1729,151,47460.6,2021-02-24,approved
L02401,575,527,29005.1,2020-05-29,approved
L02402,1771,2043,24504.43,2019-03-22,approved
L02403,2447,1595,28930.81,2020-10-31,pending
L02404,221,168,21742.9,2021-11-04,pending
L02405,884,937,43942.8,2020-12-29,pending
L02406,1133,993,22302.25,2021-07-10,pending
L02407,1041,2149,27325.33,2021-04-12,closed
L02408,704,1732,10957.16,2019-03-18,approved
L02409,1128,157,42218.97,2019-10-29,rejected
L02410,1751,1019,36559.52,2022-02-17,approved
L02411,829,1804,18010.22,2019-05-07,closed
L02412,2480,2182,16146.54,2021-10-21,approved
L02413,2370,1470,29284.87,2022-04-24,closed
L02414,1139,161,38469.92,2021-01-29,pending
L02415,91,213,47216.11,2021-01-16,approved
L02416,1628,835,39956.88,2022-05-23,rejected
L02417,821,731,30441.53,2021-11-10,approved
L02418,508,538,31284.66,2018-02-11,approved
L02419,1377,1925,16686.94,2019-12-03,pending
L02420,902,142,17305.28,2022-09-01,approved
L02421,271,1230,32620.86,2018-12-06,closed
L02422,1180,829,49227.36,2021-03-01,approved
L02423,1895,1569,29981.95,2019-10-12,pending
L02424,974,741,11226.79,2018-12-27,rejected
L02425,1156,921,10963.94,2022-11-15,approved
L02426,2154,319,39352.92,2020-06-09,approved
L02427,554,99,18670.14,2022-10-08,rejected
L02428,185,693,48270.51,2018-01-30,closed
L02429,241,1396,19302.82,2022-04-03,approved
L02430,811,651,22495.07,2020-11-05,approved
L02431,1055,1019,34826.95,2018-02-16,approved
L02432,434,970,33958.17,2020-11-11,approved
L02433,421,1158,17860.98,2018-02-08,approved
L02434,1416,178,31256.57,2022-02-09,approved
L02435,33,2182,9436.27,2019-09-29,approved
L02436,1076,1867,30048.24,2018-08-10,pending
L02437,912,1352,6019.54,2021-11-13,pending
L02438,2102,2045,16127.14,2022-09-12,approved
L02439,1361,1126,6086.48,2018-11-30,pending
L02440,1070,1424,46202.86,2022-10-05,rejected
L02441,2106,298,10050.6,2021-01-03,approved
L02442,1284,716,9569.49,2022-10-11,closed
L02443,1037,376,15492.6,2020-12-13,pending
L02444,1823,961,48670.06,2021-10-16,closed
L02445,1673,576,25807.88,2018-11-29,closed
L02446,5,1929,16581.58,2018-01-12,rejected
L02447,972,177,45955.49,2020-11-06,pending
L02448,736,367,34484.73,2022-04-24,closed
L02449,1678,1703,20280.82,2020-01-09,approved
L02450,2146,1653,34179.36,2018-05-03,closed
L02451,1458,1062,6842.55,2022-09-02,pending
L02452,1171,1128,23868.58,2021-11-19,approved
L02453,914,187,24571.76,2019-07-31,pending
L02454,926,2073,14863.61,2022-02-01,closed
L02455,510,1744,35411.71,2018-03-28,approved
L02456,1095,1358,11000.97,2020-12-04,approved
L02457,1507,313,37312.69,2018-04-15,closed
L02458,2192,269,43501.07,2022-06-02,rejected
L02459,194,713,16972.2,2021-07-31,closed
L02460,1137,1664,32596.79,2019-09-21,approved
L02461,826,803,10266.75,2021-12-05,approved
L02462,608,1692,17047.53,2022-12-28,approved
L02463,1627,561,5036.0,2021-12-22,approved
L02464,329,507,35293.68,2022-10-06,approved
L02465,1667,1512,14446.89,2022-08-20,approved
L02466,1480,1928,44803.7,2019-02-09,pending
L02467,836,799,25307.8,2020-04-11,approved
L02468,1566,197,31682.33,2021-11-14,pending
L02469,1864,210,31417.26,2019-05-14,pending
L02470,1805,1924,21337.86,2020-03-12,approved
L02471,44,174,16174.47,2020-04-10,approved
L02472,48,340,34126.82,2020-08-28,approved
L02473,117,614,47583.84,2022-03-13,rejected
L02474,2079,405,46640.18,2018-08-28,approved
L02475,568,710,21988.17,2022-02-05,approved
L02476,812,499,27525.85,2020-02-05,pending
L02477,1843,607,7674.49,2020-02-14,rejected
L02478,189,2200,8789.91,2021-04-07,approved
L02479,1646,90,19212.79,2018-02-10,pending
L02480,149,999,32963.62,2022-10-03,pending
L02481,1401,1757,7353.93,2022-09-20,pending
L02482,1241,2033,48997.0,2019-03-18,closed
L02483,820,149,16681.96,2022-04-21,pending
L02484,2358,1176,46356.81,2021-03-31,approved
L02485,1188,187,47086.68,2018-09-29,approved
L02486,473,531,24699.32,2021-04-15,approved
L02487,1556,138,19422.86,2020-11-23,pending
L02488,378,1087,27722.21,2018-06-07,approved
L02489,1396,848,29471.53,2021-12-16,approved
L02490,1965,1339,32798.36,2018-05-31,approved
L02491,191,108,44766.94,2022-12-04,approved
L02492,927,1040,39558.01,2022-01-27,pending
L02493,772,1283,42777.69,2018-09-18,approved
L02494,2423,1148,40170.85,2020-10-31,approved
L02495,2150,844,21458.52,2019-06-20,approved
L02496,2128,62,41297.11,2022-11-06,closed
L02497,815,923,12135.27,2020-01-17,approved
L02498,1417,128,23044.33,2021-01-08,approved
L02499,1647,554,42693.96,2019-07-13,pending
L02500,1022,481,23746.03,2020-03-01,approved
L02501,567,482,34530.67,2021-04-15,approved
L02502,1287,991,32592.01,2019-10-09,approved
L02503,1274,1719,35632.89,2019-01-18,approved
L02504,281,1504,45143.72,2020-10-14,pending
L02505,2400,1543,37697.17,2021-05-20,closed
L02506,1601,433,23030.86,2021-04-14,pending
L02507,224,1363,46550.87,2018-10-10,closed
L02508,2406,839,16992.05,2020-05-19,approved
L02509,833,283,22104.16,2018-06-11,closed
L02510,723,1715,22701.35,2018-10-08,rejected
L02511,945,820,38711.79,2021-02-04,approved
L02512,800,269,44958.23,2021-10-01,approved
L02513,990,1280,49995.19,2022-10-07,approved
L02514,652,1359,38690.73,2018-01-16,closed
L02515,1264,876,40776.26,2019-03-17,pending
L02516,658,1928,10703.43,2022-01-11,closed
L02517,429,1131,42801.02,2019-08-21,approved
L02518,495,568,21589.54,2021-04-10,pending
L02519,611,1023,21785.25,2020-04-15,pending
L02520,1933,1667,12347.72,2019-03-25,approved
L02521,1473,451,43094.03,2019-05-11,approved
L02522,1877,789,42271.42,2018-06-25,approved
L02523,1756,1308,15748.13,2021-08-02,closed
L02524,420,1207,28484.98,2022-02-25,approved
L02525,1199,254,13584.69,2022-04-07,pending
L02526,1375,1791,39362.02,2018-05-23,approved
L02527,550,765,20517.84,2020-06-13,approved
L02528,489,2198,35852.16,2018-07-26,approved
L02529,606,391,26516.2,2021-09-23,approved
L02530,2080,1302,29761.43,2022-01-07,approved
